ID,spell_used,trap_used,character,position,location,assists,damage_amount,towers_damage,rooms_damage,deaths,money_total,kill_death_ratio,kills_total,level,controlling_time,total_damage,earned_damage,special_enemy_killed,room_kills,main_score,target
986,12,4,Ziggs,Side.red,Lane.mid_lane,1.0,14475,15349,14475,11,10219,0.0909090909090909,0,14,15,163261,22169,219,2,11,False
987,4,12,Leblanc,Side.red,Lane.mid_lane,4.0,1309,1309,1309,2,10792,6.0,8,14,6,90137,12298,170,0,25,True
988,7,4,Draven,Side.red,Lane.bot_lane,8.0,5063,5063,5063,4,9969,3.25,5,12,10,80774,13568,133,1,8,True
989,4,1,Jhin,Side.red,Lane.bot_lane,2.0,945,20522,945,1,15872,7.0,5,18,15,333823,15856,346,0,26,True
990,4,14,Nami,Side.blue,Lane.utility,18.0,1095,1095,1095,6,8949,3.6666666666666665,4,13,29,12043,10803,12,1,79,True
991,12,4,Poppy,Side.blue,Lane.top_lane,16.0,6480,11238,6480,3,11864,7.666666666666667,7,16,44,126310,22633,168,2,19,True
992,4,1,Jinx,Side.red,Lane.bot_lane,9.0,6199,16461,6199,1,10773,16.0,7,13,18,117961,6846,179,3,7,True
993,12,4,Yone,Side.red,Lane.mid_lane,3.0,368,717,368,5,8752,1.2,3,13,10,94945,17306,168,0,10,False
994,14,12,Gwen,Side.blue,Lane.top_lane,1.0,925,925,925,11,8455,0.4545454545454545,4,13,5,95696,29642,149,0,18,False
995,12,4,Illaoi,Side.blue,Lane.top_lane,4.0,4096,4525,4096,6,11609,1.5,5,16,3,187758,39496,222,0,12,False
996,11,4,Zed,Side.red,Lane.jungle,5.0,1996,13405,1996,8,11776,1.0,3,15,4,156406,27768,89,1,30,False
997,4,14,Fizz,Side.blue,Lane.mid_lane,3.0,1772,1772,1772,5,7768,1.2,3,11,9,58964,11247,147,0,21,False
998,4,14,Rakan,Side.red,Lane.utility,22.0,1668,3263,1668,3,8293,7.333333333333333,0,13,34,27377,16531,44,0,74,True
999,14,4,Rakan,Side.red,Lane.utility,16.0,265,345,265,3,6614,5.666666666666667,1,11,24,14461,11692,22,0,83,False
1000,14,4,Rakan,Side.blue,Lane.utility,17.0,65,573,65,9,8511,2.111111111111111,2,14,37,22029,30804,41,0,93,False
1001,4,3,Janna,Side.red,Lane.utility,12.0,783,1301,783,7,10149,2.0,2,13,32,23767,19228,50,0,104,False
1002,4,14,Annie,Side.red,Lane.top_lane,1.0,6843,6980,6843,4,12252,2.5,9,16,18,121355,15707,186,2,38,True
1003,3,4,Lulu,Side.blue,Lane.utility,27.0,836,1850,836,9,11273,3.333333333333333,3,16,49,17074,23809,22,1,97,True
1004,12,4,Yorick,Side.red,Lane.top_lane,0.0,15396,17544,15396,10,12716,0.0,0,16,5,169837,33378,223,5,23,True
1005,12,4,Fiora,Side.blue,Lane.top_lane,2.0,0,911,0,5,6004,0.8,2,10,2,52433,18308,96,0,11,False
1006,11,14,Talon,Side.red,Lane.jungle,1.0,0,4098,0,9,8155,0.8888888888888888,7,12,3,89562,20946,34,0,15,False
1007,4,12,Leblanc,Side.blue,Lane.mid_lane,4.0,92,202,92,7,13698,1.8571428571428568,9,15,14,123428,24586,186,0,31,False
1008,14,11,Talon,Side.blue,Lane.jungle,7.0,0,15860,0,8,10341,1.625,6,12,5,132444,27405,23,0,21,False
1009,7,4,Aphelios,Side.blue,Lane.bot_lane,3.0,2692,2692,2692,8,8642,0.875,4,11,15,79388,13464,143,1,17,False
1010,4,12,Ornn,Side.blue,Lane.top_lane,0.0,3995,3995,3995,1,8278,5.0,5,13,14,77702,11875,142,2,13,True
1011,11,4,Taliyah,Side.blue,Lane.jungle,8.0,0,11980,0,8,9871,1.25,2,15,19,163294,27493,39,0,19,False
1012,21,4,Soraka,Side.blue,Lane.bot_lane,0.0,258,444,258,3,5246,0.0,0,10,14,47488,6133,122,0,9,False
1013,11,4,Volibear,Side.red,Lane.jungle,13.0,1436,20656,1436,5,13145,4.4,9,15,26,132089,39141,28,1,28,False
1014,4,14,Vladimir,Side.red,Lane.mid_lane,2.0,2003,2003,2003,7,11362,1.2857142857142858,7,15,2,113316,34416,185,0,10,False
1015,4,14,Teemo,Side.blue,Lane.top_lane,2.0,2404,8174,2404,9,9961,0.5555555555555556,3,14,36,92038,21732,157,2,9,False
1016,11,6,Hecarim,Side.blue,Lane.jungle,9.0,847,23066,847,3,12085,7.333333333333333,13,14,26,136343,26579,13,1,31,True
1017,4,12,Kassadin,Side.blue,Lane.mid_lane,8.0,578,808,578,6,10563,2.5,7,13,10,83386,15572,148,1,9,False
1018,11,4,XinZhao,Side.blue,Lane.jungle,4.0,1772,14664,1772,10,8988,0.6,2,13,14,94926,27547,15,2,39,False
1019,12,4,Poppy,Side.red,Lane.top_lane,11.0,5793,11393,5793,6,12128,1.8333333333333333,0,17,35,155022,32684,197,4,20,True
1020,12,4,Jax,Side.blue,Lane.top_lane,9.0,7864,10662,7864,5,14216,3.6,9,17,18,142001,31453,168,3,26,False
1021,12,6,Gwen,Side.red,Lane.top_lane,1.0,2616,11726,2616,5,9606,0.6,2,14,6,113757,25406,177,1,24,False
1022,4,14,Leblanc,Side.blue,Lane.mid_lane,3.0,385,1048,385,6,8992,1.1666666666666667,4,14,14,89701,17271,179,0,13,False
1023,11,14,Talon,Side.red,Lane.jungle,12.0,264,15922,264,6,11467,3.333333333333333,8,14,4,155708,23756,14,0,28,True
1024,4,11,Viego,Side.blue,Lane.jungle,11.0,306,45677,306,9,17691,2.4444444444444446,11,18,26,256923,53060,36,2,47,False
1025,4,7,Sivir,Side.red,Lane.bot_lane,11.0,6910,6910,6910,3,12303,6.0,7,13,1,148387,13336,194,3,21,True
1026,11,4,Gragas,Side.blue,Lane.jungle,13.0,0,21872,0,1,9065,18.0,5,13,25,98818,19770,25,2,28,True
1027,4,12,TahmKench,Side.blue,Lane.top_lane,8.0,4610,6908,4610,6,11841,1.8333333333333333,3,17,50,123595,50923,150,2,25,True
1028,11,4,Khazix,Side.red,Lane.jungle,6.0,1673,16625,1673,10,12729,1.2,6,16,8,148506,32127,34,1,21,True
1029,4,12,Yone,Side.red,Lane.mid_lane,9.0,2343,15537,2343,7,16156,3.0,12,17,22,194965,29479,193,0,14,True
1030,12,4,Jayce,Side.blue,Lane.top_lane,6.0,2740,11436,2740,6,16854,1.8333333333333333,5,18,11,257678,21491,277,0,39,False
1031,12,4,Irelia,Side.red,Lane.top_lane,9.0,3768,9758,3768,6,15501,3.0,9,17,29,211687,41381,262,2,32,False
1032,14,4,Sett,Side.red,Lane.top_lane,0.0,0,1041,0,9,7371,0.3333333333333333,3,12,11,77021,24429,131,0,11,False
1033,4,14,Lulu,Side.blue,Lane.utility,4.0,1967,1967,1967,1,6554,7.0,3,10,9,13027,2674,13,0,31,True
1034,11,4,LeeSin,Side.blue,Lane.jungle,4.0,289,25878,289,5,13677,3.2,12,16,21,157931,37486,20,0,46,True
1035,4,1,Jhin,Side.red,Lane.bot_lane,13.0,3387,11291,3387,4,13053,5.25,8,14,17,151009,16545,181,2,33,True
1036,4,14,Karma,Side.red,Lane.utility,18.0,1179,1179,1179,1,7019,20.0,2,11,24,19731,9841,4,1,33,True
1037,12,4,Jayce,Side.blue,Lane.top_lane,0.0,13795,15443,13795,3,11450,2.0,6,14,7,129080,13093,172,4,9,True
1038,12,14,MonkeyKing,Side.blue,Lane.top_lane,5.0,5259,6889,5259,7,15924,2.2857142857142856,11,18,12,174819,39577,233,3,17,True
1039,11,4,Khazix,Side.blue,Lane.jungle,10.0,2526,50085,2526,5,19598,5.0,15,18,35,257793,64291,58,2,49,True
1040,11,4,Viego,Side.blue,Lane.jungle,7.0,1726,41733,1726,1,14122,17.0,10,16,18,193935,32805,19,3,39,True
1041,11,4,LeeSin,Side.blue,Lane.jungle,7.0,745,43207,745,4,10672,3.5,7,14,13,150112,36719,27,0,29,True
1042,4,1,Kaisa,Side.blue,Lane.bot_lane,2.0,1240,5337,1240,8,11611,0.75,4,14,0,129473,15624,188,1,23,False
1043,4,12,Syndra,Side.red,Lane.mid_lane,5.0,2331,3480,2331,2,8332,3.0,1,13,17,101350,7062,187,1,21,True
1044,7,4,Caitlyn,Side.blue,Lane.bot_lane,9.0,7583,19772,7583,6,19394,3.5,12,18,21,329501,28730,285,1,34,False
1045,14,4,Galio,Side.blue,Lane.utility,27.0,1874,3731,1874,8,13052,3.75,3,18,48,63208,32800,54,1,97,True
1046,3,4,Jhin,Side.blue,Lane.bot_lane,10.0,5829,10443,5829,3,13284,5.666666666666667,7,16,19,172574,16065,169,2,32,True
1047,4,12,Irelia,Side.red,Lane.top_lane,11.0,2259,2259,2259,5,11655,3.4,6,14,18,128980,24220,181,1,26,False
1048,4,11,Evelynn,Side.red,Lane.jungle,3.0,457,6547,457,6,11491,2.1666666666666665,10,13,7,126951,24618,11,0,13,False
1049,12,14,Camille,Side.blue,Lane.top_lane,0.0,4165,4165,4165,8,8811,0.625,5,12,14,72437,26231,117,2,10,False
1050,4,14,Kalista,Side.red,Lane.mid_lane,7.0,10884,27761,10884,0,15553,17.0,10,15,11,174025,13584,211,3,21,True
1051,4,12,Sylas,Side.blue,Lane.mid_lane,3.0,878,878,878,6,9950,1.0,3,14,17,107703,24306,191,0,29,False
1052,4,14,Akshan,Side.red,Lane.mid_lane,10.0,4603,6993,4603,9,16274,2.555555555555556,13,16,1,171015,29318,188,2,39,False
1053,12,14,JarvanIV,Side.blue,Lane.top_lane,4.0,2458,6585,2458,6,9899,1.8333333333333333,7,12,18,87655,29451,137,1,20,False
1054,21,4,Warwick,Side.red,Lane.top_lane,6.0,1263,2616,1263,9,10363,1.2222222222222223,5,15,20,116714,38041,180,0,12,False
1055,11,4,Ekko,Side.red,Lane.jungle,11.0,5467,32319,5467,1,15082,28.0,17,16,24,176435,23873,38,5,36,True
1056,12,4,Shen,Side.red,Lane.top_lane,1.0,627,627,627,2,4343,1.0,1,9,11,22786,6722,74,0,8,False
1057,3,4,Ezreal,Side.red,Lane.bot_lane,6.0,3000,5625,3000,7,11793,1.5714285714285714,5,14,6,137039,20049,173,0,18,False
1058,4,14,Thresh,Side.red,Lane.utility,22.0,48,862,48,3,7003,8.0,2,11,22,18578,12192,23,0,35,True
1059,11,4,Kayn,Side.red,Lane.jungle,1.0,0,3166,0,9,4973,0.1111111111111111,0,9,8,69312,21165,9,0,8,False
1060,4,12,Jayce,Side.red,Lane.top_lane,2.0,0,2377,0,10,11662,0.4,2,16,10,181214,27150,196,0,32,False
1061,14,12,Rumble,Side.red,Lane.top_lane,10.0,2325,7427,2325,10,16470,1.9,9,18,20,232572,28114,261,1,26,False
1062,11,12,Kayn,Side.red,Lane.jungle,7.0,3538,10755,3538,12,11688,0.6666666666666666,1,16,32,182736,48340,170,2,19,False
1063,3,4,Ezreal,Side.blue,Lane.bot_lane,1.0,0,0,0,3,6047,1.3333333333333333,3,10,1,51535,5648,125,0,9,False
1064,7,4,Ashe,Side.blue,Lane.bot_lane,13.0,1683,7769,1683,9,15759,2.2222222222222223,7,17,52,181774,38597,228,1,44,False
1065,4,12,Vex,Side.red,Lane.mid_lane,5.0,1388,3652,1388,11,8821,0.6363636363636364,2,13,27,99491,19425,156,1,12,False
1066,12,4,Kennen,Side.blue,Lane.top_lane,8.0,4426,4426,4426,7,13768,2.142857142857143,7,18,20,171502,24229,219,2,22,True
1067,14,4,Jax,Side.blue,Lane.top_lane,9.0,4142,5900,4142,9,13391,2.111111111111111,10,16,23,115025,30246,149,2,16,True
1068,4,14,Karma,Side.red,Lane.utility,9.0,0,247,0,9,7472,1.4444444444444444,4,10,20,17105,15393,17,0,47,False
1069,4,12,Fiora,Side.blue,Lane.top_lane,8.0,18331,22131,18331,4,15483,4.0,8,18,5,183624,35186,204,5,22,True
1070,12,4,Ziggs,Side.red,Lane.bot_lane,10.0,7779,11543,7779,8,11338,1.375,1,15,19,178580,17127,225,1,20,False
1071,4,12,Jax,Side.red,Lane.top_lane,6.0,6270,10616,6270,1,12714,15.0,9,15,15,120028,21233,150,3,17,True
1072,4,14,Vladimir,Side.blue,Lane.mid_lane,12.0,3393,12634,3393,4,16067,5.0,8,18,3,268165,44193,268,0,19,False
1073,4,14,AurelionSol,Side.blue,Lane.mid_lane,16.0,2064,6915,2064,1,9869,19.0,3,14,18,103903,11866,159,1,35,True
1074,4,14,Gragas,Side.red,Lane.utility,5.0,38,320,38,11,7924,0.7272727272727273,3,12,37,33253,25944,33,0,70,False
1075,12,4,Ziggs,Side.red,Lane.bot_lane,3.0,6949,9489,6949,8,8671,0.5,1,12,16,137892,16225,187,1,19,False
1076,4,14,Janna,Side.red,Lane.utility,31.0,4637,4931,4637,2,10726,16.0,1,15,38,34720,12111,17,2,54,True
1077,4,11,Nidalee,Side.blue,Lane.jungle,7.0,0,1459,0,7,9054,2.0,7,11,0,82151,21228,8,0,17,False
1078,4,14,Shen,Side.blue,Lane.top_lane,2.0,335,335,335,6,7635,0.8333333333333334,3,12,13,72251,18337,146,0,11,False
1079,4,11,Qiyana,Side.blue,Lane.jungle,7.0,1123,12428,1123,2,10181,7.5,8,14,20,139095,21188,26,0,28,True
1080,4,12,Ekko,Side.red,Lane.mid_lane,9.0,5112,10075,5112,5,13678,3.8,10,16,9,159469,26523,185,3,11,True
1081,7,4,Sona,Side.red,Lane.utility,8.0,2420,4631,2420,1,6421,12.0,4,10,6,14618,6879,7,0,37,True
1082,12,4,Ziggs,Side.red,Lane.bot_lane,11.0,375,5113,375,9,7973,1.2222222222222223,0,13,18,101611,15813,142,0,25,False
1083,11,6,Hecarim,Side.red,Lane.jungle,9.0,0,21490,0,15,12047,1.2666666666666666,10,14,33,116994,42940,44,0,24,True
1084,4,7,Ezreal,Side.red,Lane.bot_lane,8.0,5752,11681,5752,9,12107,1.6666666666666667,7,13,3,132484,21212,175,2,27,False
1085,4,14,Thresh,Side.blue,Lane.utility,14.0,655,655,655,7,7319,2.142857142857143,1,11,25,16351,14941,40,0,56,False
1086,4,3,Aphelios,Side.red,Lane.bot_lane,7.0,7849,19895,7849,5,13921,2.6,6,14,9,191338,15585,222,4,23,False
1087,11,4,Viego,Side.red,Lane.jungle,2.0,0,5878,0,3,7446,1.3333333333333333,2,11,6,94483,17105,29,0,31,False
1088,4,12,Renekton,Side.blue,Lane.top_lane,6.0,2279,6679,2279,9,9333,0.8888888888888888,2,13,14,109673,33223,162,1,21,False
1089,4,12,Orianna,Side.red,Lane.mid_lane,8.0,3595,5520,3595,4,8369,2.25,1,13,13,90138,11903,146,1,15,True
1090,4,14,Thresh,Side.blue,Lane.utility,17.0,351,450,351,10,8499,1.7,0,15,31,19446,20976,34,0,81,True
1091,4,11,JarvanIV,Side.red,Lane.jungle,14.0,2225,18276,2225,4,10791,4.75,5,15,18,119082,25994,43,3,31,True
1092,4,14,Thresh,Side.blue,Lane.utility,8.0,320,320,320,3,6282,3.6666666666666665,3,9,21,16584,8250,28,0,33,True
1093,12,6,Gwen,Side.red,Lane.top_lane,0.0,0,0,0,6,4265,0.1666666666666666,1,9,1,29422,11703,79,0,6,False
1094,4,11,Viego,Side.blue,Lane.jungle,7.0,626,35352,626,3,9977,4.0,5,14,16,143005,21676,43,2,21,True
1095,4,14,Nautilus,Side.blue,Lane.utility,11.0,115,115,115,7,7300,2.0,3,12,59,22394,18409,35,0,65,False
1096,3,4,Bard,Side.blue,Lane.utility,21.0,1677,3581,1677,13,10231,1.6923076923076923,1,15,47,26258,32178,21,0,92,True
1097,4,3,Ezreal,Side.blue,Lane.bot_lane,7.0,9503,34375,9503,4,22210,6.25,18,18,9,292147,26696,286,2,19,True
1098,14,4,Lux,Side.red,Lane.utility,18.0,811,3188,811,6,10046,3.5,3,13,60,35396,13905,28,1,75,True
1099,14,4,Irelia,Side.red,Lane.mid_lane,3.0,6591,8418,6591,0,14829,16.0,13,16,15,194138,26983,228,3,19,True
1100,4,14,Akshan,Side.red,Lane.mid_lane,12.0,9896,16799,9896,7,15314,3.0,9,17,2,177374,24872,206,2,27,True
1101,4,14,Leblanc,Side.blue,Lane.mid_lane,4.0,1622,6138,1622,2,10107,5.0,6,14,7,90069,16214,177,0,21,True
1102,4,7,Janna,Side.blue,Lane.utility,12.0,1152,1472,1152,6,8438,2.833333333333333,5,12,34,26889,16801,19,0,62,True
1103,4,12,Ahri,Side.red,Lane.mid_lane,9.0,3997,8341,3997,4,14046,3.75,6,18,38,186717,20349,240,1,67,True
1104,4,3,Ezreal,Side.blue,Lane.bot_lane,1.0,265,265,265,3,7261,1.0,2,11,0,74103,7543,160,0,7,False
1105,14,4,Gragas,Side.blue,Lane.utility,14.0,432,3920,432,4,7677,4.0,2,13,35,24246,20872,39,0,62,True
1106,4,12,Lissandra,Side.red,Lane.mid_lane,14.0,4413,7070,4413,2,11690,9.0,4,15,42,136081,16567,200,2,24,True
1107,11,4,Kayn,Side.blue,Lane.jungle,15.0,1359,22965,1359,5,15223,4.8,9,17,26,244268,46255,77,0,19,False
1108,6,11,Hecarim,Side.red,Lane.jungle,13.0,3491,27954,3491,2,16921,15.5,18,17,32,230857,46988,51,2,17,True
1109,4,12,Leblanc,Side.blue,Lane.mid_lane,3.0,770,770,770,3,7278,2.0,3,12,5,52838,11029,131,0,21,True
1110,4,3,Yasuo,Side.blue,Lane.bot_lane,1.0,786,1085,786,7,8974,0.8571428571428571,5,12,24,100970,14195,151,0,12,False
1111,4,12,Shen,Side.blue,Lane.top_lane,13.0,2760,5905,2760,1,9395,16.0,3,14,30,64714,11472,118,1,34,True
1112,4,7,Xayah,Side.red,Lane.bot_lane,17.0,5281,17983,5281,6,21790,5.166666666666667,14,18,16,374780,42698,312,1,69,True
1113,12,4,Lucian,Side.blue,Lane.top_lane,5.0,5276,7234,5276,8,11820,1.25,5,15,0,168427,17661,212,2,26,False
1114,4,12,Graves,Side.red,Lane.mid_lane,8.0,3933,13213,3933,6,21701,4.333333333333333,18,18,22,327797,26957,320,2,50,True
1115,12,4,AurelionSol,Side.red,Lane.bot_lane,10.0,2896,3579,2896,3,8372,4.0,2,12,19,76800,11150,139,0,16,True
1116,11,4,Vi,Side.blue,Lane.jungle,6.0,786,13351,786,6,10194,2.0,6,12,18,97286,16298,23,0,19,False
1117,4,12,Renekton,Side.blue,Lane.top_lane,15.0,2236,6861,2236,3,16296,8.0,9,18,30,216278,53225,250,0,43,True
1118,3,4,Ezreal,Side.red,Lane.bot_lane,6.0,1443,4100,1443,10,10078,1.1,5,13,7,113021,24755,156,0,33,False
1119,14,4,Nautilus,Side.red,Lane.utility,13.0,0,0,0,7,6577,1.8571428571428568,0,11,45,14798,18347,31,0,53,False
1120,4,11,XinZhao,Side.blue,Lane.jungle,9.0,796,22033,796,11,10073,1.181818181818182,4,14,18,129159,41373,40,0,31,False
1121,4,14,Neeko,Side.red,Lane.mid_lane,5.0,2133,2457,2133,7,7958,1.1428571428571428,3,13,15,90148,17497,146,1,12,False
1122,4,12,Gragas,Side.blue,Lane.mid_lane,9.0,1132,1465,1132,6,8758,1.8333333333333333,2,14,33,91570,25503,159,0,30,False
1123,4,3,Lucian,Side.blue,Lane.bot_lane,5.0,7535,28017,7535,3,15119,6.666666666666667,15,15,4,192552,19711,235,3,32,True
1124,12,4,Sylas,Side.red,Lane.mid_lane,4.0,2480,5456,2480,8,9771,1.25,6,13,23,100448,29984,137,1,10,False
1125,12,4,Yone,Side.red,Lane.top_lane,1.0,7020,27922,7020,6,12877,1.3333333333333333,7,15,13,176445,15782,189,4,21,True
1126,12,4,Fiora,Side.red,Lane.top_lane,6.0,0,2582,0,16,12884,0.875,8,17,16,84547,47233,130,0,34,True
1127,4,12,Corki,Side.blue,Lane.mid_lane,10.0,4108,15017,4108,8,11652,1.75,4,15,2,149562,23318,204,3,15,True
1128,4,12,Aatrox,Side.red,Lane.top_lane,3.0,2704,5217,2704,6,7367,0.8333333333333334,2,11,14,59225,24844,113,0,17,False
1129,14,4,Thresh,Side.red,Lane.utility,4.0,0,414,0,4,5081,1.25,1,10,29,19742,12024,36,0,47,False
1130,12,4,Jayce,Side.red,Lane.top_lane,3.0,0,8945,0,9,10663,0.4444444444444444,1,16,7,173590,21454,222,0,30,False
1131,4,14,Bard,Side.red,Lane.utility,8.0,0,608,0,6,7082,1.8333333333333333,3,10,33,20628,13984,20,0,69,False
1132,4,12,Zoe,Side.blue,Lane.mid_lane,12.0,7091,15947,7091,3,10958,6.0,6,15,28,113526,14001,162,3,19,True
1133,4,11,Karthus,Side.blue,Lane.jungle,15.0,1082,26179,1082,10,12651,2.5,10,15,15,170564,26965,32,0,9,True
1134,4,11,Karthus,Side.blue,Lane.jungle,17.0,570,28587,570,12,15592,2.25,10,17,28,231772,40618,60,0,44,False
1135,11,4,Talon,Side.red,Lane.jungle,13.0,1695,9313,1695,15,13022,1.2666666666666666,6,16,8,195734,41110,99,1,30,False
1136,14,4,Leblanc,Side.blue,Lane.mid_lane,3.0,1609,1609,1609,1,9292,11.0,8,13,10,76440,9310,162,0,13,True
1137,4,12,Viktor,Side.blue,Lane.mid_lane,7.0,3904,8866,3904,12,13785,1.25,8,17,24,172504,28761,177,2,27,False
1138,12,4,Singed,Side.red,Lane.top_lane,4.0,1368,4263,1368,5,12559,2.8,10,14,21,124664,29436,146,0,34,False
1139,14,4,Garen,Side.red,Lane.top_lane,5.0,6587,8196,6587,2,8748,4.0,3,13,26,108014,14364,153,2,7,True
1140,4,11,Taliyah,Side.red,Lane.jungle,4.0,0,7848,0,10,12264,1.4,10,13,20,138826,28298,27,0,24,False
1141,4,12,Lux,Side.blue,Lane.mid_lane,2.0,3663,6988,3663,5,15364,2.2,9,16,30,183198,14531,237,3,41,False
1142,6,4,Darius,Side.red,Lane.top_lane,3.0,3241,6817,3241,6,14191,2.0,9,15,21,134011,36015,185,2,14,False
1143,12,4,Aatrox,Side.blue,Lane.top_lane,4.0,5489,10803,5489,5,10071,2.0,6,14,18,101614,31138,134,2,13,True
1144,7,4,Draven,Side.blue,Lane.bot_lane,15.0,2586,9284,2586,12,14856,1.5,3,16,12,195843,32799,208,0,51,False
1145,4,7,Jhin,Side.red,Lane.bot_lane,12.0,4208,4898,4208,4,9987,4.75,7,12,12,100485,13609,120,2,13,True
1146,11,6,Olaf,Side.red,Lane.jungle,6.0,4452,27486,4452,1,9931,10.0,4,14,11,147874,22206,19,1,37,True
1147,3,4,Xayah,Side.red,Lane.bot_lane,7.0,2570,6882,2570,3,12566,3.333333333333333,3,16,14,177857,15361,219,1,46,True
1148,4,11,Khazix,Side.blue,Lane.jungle,2.0,0,18247,0,4,8824,1.75,5,12,2,136010,22353,10,0,15,False
1149,14,4,AurelionSol,Side.blue,Lane.mid_lane,12.0,3848,12293,3848,2,16806,12.5,13,18,27,205139,17343,247,4,36,True
1150,4,12,Fiora,Side.red,Lane.top_lane,1.0,0,0,0,5,6141,0.8,3,11,2,32437,16387,99,0,6,False
1151,14,4,Zyra,Side.blue,Lane.utility,14.0,430,691,430,9,9348,1.7777777777777777,2,14,26,38254,14199,32,0,66,False
1152,7,4,Aphelios,Side.blue,Lane.bot_lane,3.0,2692,2692,2692,8,8642,0.875,4,11,15,79388,13464,143,1,17,False
1153,12,4,Sylas,Side.blue,Lane.top_lane,2.0,0,48,0,6,6143,1.3333333333333333,6,10,17,42075,14781,70,0,7,False
1154,4,12,Yone,Side.red,Lane.mid_lane,3.0,2928,10219,2928,7,12785,1.4285714285714286,7,16,25,162504,26199,203,1,18,False
1155,4,11,Gragas,Side.blue,Lane.jungle,13.0,1650,24908,1650,4,10486,4.75,6,14,22,143320,24806,34,1,29,True
1156,14,4,Sett,Side.red,Lane.top_lane,11.0,3000,5977,3000,5,11598,3.2,5,16,28,130134,30885,156,0,19,True
1157,4,14,Lulu,Side.red,Lane.utility,14.0,443,1060,443,3,8450,6.0,4,13,21,13817,13532,3,1,45,True
1158,3,4,Lucian,Side.red,Lane.bot_lane,3.0,419,508,419,8,10271,0.625,2,14,3,140904,21018,198,0,27,False
1159,12,4,Vayne,Side.red,Lane.top_lane,3.0,0,14943,0,10,9715,0.8,5,15,7,109654,21959,166,0,22,False
1160,4,12,Vex,Side.blue,Lane.mid_lane,9.0,1822,1822,1822,2,10096,6.5,4,13,24,95095,9507,125,2,13,True
1161,4,14,Leona,Side.red,Lane.utility,17.0,0,2959,0,3,7920,7.333333333333333,5,12,46,22526,12252,28,0,53,True
1162,14,4,Riven,Side.red,Lane.top_lane,7.0,2672,4634,2672,6,12649,2.1666666666666665,6,15,23,120843,21761,185,1,14,False
1163,1,4,Aphelios,Side.blue,Lane.bot_lane,4.0,872,3141,872,3,9431,2.333333333333333,3,12,12,100706,12158,187,0,16,False
1164,4,14,Rakan,Side.blue,Lane.utility,14.0,851,851,851,5,8715,3.4,3,13,28,10388,15852,9,0,60,True
1165,12,4,Syndra,Side.red,Lane.mid_lane,7.0,2236,5107,2236,3,11399,3.0,2,16,36,167456,17721,230,1,15,True
1166,11,4,Zac,Side.red,Lane.jungle,5.0,59,11670,59,7,7703,1.0,2,12,32,90163,28845,6,0,12,True
1167,12,4,Kennen,Side.red,Lane.top_lane,1.0,2831,2831,2831,8,12127,0.875,6,16,22,116343,21099,217,1,27,False
1168,4,7,Lulu,Side.blue,Lane.utility,15.0,366,366,366,9,7339,1.6666666666666667,0,12,31,13026,15131,11,0,66,False
1169,14,4,Braum,Side.blue,Lane.utility,6.0,0,0,0,2,5516,4.0,2,10,17,18905,11857,27,0,37,False
1170,11,4,Nidalee,Side.red,Lane.jungle,12.0,1090,43226,1090,5,14121,4.2,9,16,3,197591,35833,28,2,32,True
1171,4,12,Irelia,Side.red,Lane.top_lane,4.0,3412,9488,3412,11,13687,1.0,7,16,16,199944,33578,239,2,15,False
1172,14,12,Camille,Side.blue,Lane.top_lane,2.0,3525,6041,3525,3,9213,2.333333333333333,5,14,12,98801,15385,161,1,25,True
1173,14,4,Zed,Side.blue,Lane.mid_lane,2.0,0,0,0,5,4537,0.6,1,9,2,44696,9406,100,0,12,False
1174,14,12,Fiora,Side.red,Lane.top_lane,2.0,12817,12817,12817,2,11162,6.5,11,14,8,83748,19619,137,5,17,True
1175,4,14,Vex,Side.blue,Lane.utility,4.0,0,2342,0,6,7112,1.3333333333333333,4,10,31,23150,11464,24,0,31,False
1176,4,12,Syndra,Side.red,Lane.mid_lane,5.0,1462,4932,1462,7,9693,1.4285714285714286,5,13,15,107777,15308,187,0,20,False
1177,4,12,Ekko,Side.blue,Lane.mid_lane,8.0,4760,6247,4760,4,10404,2.5,2,15,12,152346,20281,191,1,18,True
1178,4,11,Gragas,Side.blue,Lane.jungle,9.0,858,9584,858,5,9161,2.2,2,14,18,143184,29687,20,1,40,True
1179,12,4,Illaoi,Side.red,Lane.top_lane,17.0,8618,17767,8618,9,18609,3.333333333333333,13,18,4,267207,66424,249,3,25,True
1180,7,4,Senna,Side.red,Lane.utility,15.0,2293,7473,2293,6,9592,3.333333333333333,5,12,35,47868,14635,38,1,42,True
1181,4,11,Ekko,Side.blue,Lane.jungle,4.0,782,5750,782,10,8837,0.9,5,13,27,129371,29023,33,0,14,False
1182,7,4,Xerath,Side.red,Lane.utility,24.0,7000,11693,7000,7,16878,5.142857142857143,12,17,34,101066,20496,54,2,75,True
1183,12,4,Yone,Side.blue,Lane.top_lane,8.0,5720,17559,5720,5,13984,3.6,10,16,23,156663,25868,200,2,17,True
1184,12,4,Yone,Side.blue,Lane.mid_lane,4.0,1220,17328,1220,13,15275,1.2307692307692308,12,17,24,229368,34613,183,1,13,False
1185,11,4,Ekko,Side.red,Lane.jungle,8.0,2435,17874,2435,1,11055,16.0,8,14,9,151713,18203,25,2,30,True
1186,7,4,Jhin,Side.blue,Lane.bot_lane,16.0,5849,21003,5849,5,15529,4.4,6,18,22,239747,24591,243,2,24,False
